"general_bookID","author_surname","author_prefix","author_first_name","author_suffix","title","vols","imprint","date","notes"
"546","F","","F","","\'St Peter\'s Home and Sisterhood, Kilburn\'","1","<i>MP</i>(September 1869), 303-5","1869","The article is probably by Miss Forrest."
"547","Carroll","","Lewis","<i>pseud.</i>","<i>Phantasmagoria and Other Poems</i> ","1","London: Macmillan","1869",""
"548","Sewell","","Elizabeth Missing",""," <i>Principles of Education, drawn from Nature and Revelation and applied to Female Education in the Upper Classes</i> ","2","London: Longman","1865","See also [[person:1301]Elizabeth Sewell]."
"549","Longueville","","Peter","","<i>The Hermit, or, The Unparalled Sufferings and Surprising Adventures of Mr. Philip Quarll, an Englishman, who was lately discovered . . . upon an uninhabited island in the South-Sea</i>","1","London: Cluer","1727","An early imitation of Defoe’s <i>Robinson Crusoe</i> (1719).
"
"550","Winkworth","","Catherine","","<i>Christian Singers of Germany</i>","1","London: Macmillan","1869"," The Sunday Library for Household Reading, Vol.6."
"551","Michel","","Francisque","","<i>Les écossais en France, les français en Écosse</i>","2","London and Paris: Trübner ","1862",""
"552","Clark","The Rev.","Thomas","","<i>The Students\' Handbook of Comparative Grammar, applied to the Sanskrit, Zend, Greek, Latin, Gothic, Anglo-Saxon, and English Languages</i>","1","London: Longman","1862",""
"553","Vernon","","George, Lord","(editor)","<i>Serie cronologica delle edizioni dell\'intero testo e delle parti separate della Divina commedia di Dante Allighieri</i>","1","Firenze: Baracchi","1850",""
"554","Germeau","","Albert","","<i>La Réforme en 1560, ou, le tumulte d\'Amboise: scènes historiques</i>","1","Paris: Levavasseur","1829",""
"555","","","","","<i>The History of Little Goody Two-Shoes</i>","1","London: Newbery","1765",""
"556","","","","","<i>The Blossoms of Morality, intended for the Amusement & Instruction of Young Ladies and Gentlemen</i>","1","London: Newbery","1789","The second edition had illustrations by John Bewick, brother of the famous engraver Thomas Bewick.  The story was Included by CMY in the second <i>[[cmybook:96]Storehouse of Stories]</i>.  "
"557","Salzmann","","Christian","translated by Mary Wollstonecraft","<i>Elements of Morality for the Use of Children</i>","1","London: Johnson","1790",""
"558","Brachet","","Auguste","","<i>Grammaire historique de la langue française</i> ","1","Paris: Hetzel","1867",""
"559","Arrowsmith","","Samuel","","<i>The Bible Atlas</i>","1","London: Arrowsmith","1835",""
"560","Cruchley","","G.F.","","<i>Cruchley\'s new and improved school Atlas</i>","1","London: Cruchley","1842","Later editions were sometimes entitled \'Cruchley\'s Progressive Maps\'.
"
"561","Eyre","","Christian","","<i>Irene\'s Repentance</i>","2","London: Hurst and Blackett","1867",""
"562","Mercier","","Anne","","‘Recollections of George Peabody’","1","<i>MP</i>, 9 (February 1870) 175-182.","1870",""
"563","Mercier","","Anne","","<i>Christabel Hope, or, The Beginnings of Life</i> ","1","London: Warne","1869",""
"564","Cudlip","","Annie Hall","","<i>False Colours: A Novel</i>","3","London: Routledge","1869",""
"565","Richardson","","Samuel","","<i>Clarissa, or, The History of a Young Lady</i>","7","London: Richardson","1748-1749",""
"566","Wildermuth","","Ottilie","","<i>Die Heimath der Frau</i> ","1","Stuttgart: Krabbe","1859",""
"567","Bucknill","","Robert","","<i>The Psychology of Shakespeare</i>","1","London: Longman","1859",""
"568","Aytoun","","William Edmonstone","","<i>The Ballads of Scotland</i> ","1","Edinburgh: Blackwood","1858",""
"569","Wilson","","Daniel","","<i>Memorials of Edinburgh in the Olden Time</i> ","1","London: Simpkin, Marshall","1848","
"
"570","D\'Arblay","","Frances",""," <i>The Diary and Letters of Madame D\'Arblay</i>","7","London: Colburn","1842-1846","
"
"571","Horne","","Richard Hengist",""," <i>The Poor Artist, or, Seven Eye-Sights and One Object</i>","1","London: Van Voorst","1850",""
"572","Parker","The Rev.","Robert","","<i>A Journal of Summer Time in the Country</i>","1","London: Parker","1849",""
"573","Furnivall","","Frederick James","(editor)","<i>The first boke of the introduction of knowledge and a compendyous regyment or a dyetary of helth</i>","1","London: EETS","1870",""
"574","Erckmann","","Emile","and Alexandre Chatrian","<i>Madame Thérèse ou les Volontaires de \'92</i>","1","Paris: Hetzel","1863",""
"575","de Witt","","Henriette","","\'Across the Sea\'","1","<i>Aunt Judy’s Magazine</i> (March 1869) 273-286","1869",""
"576","Blain","The Rev.","Michael","","<i>Blain Biographical Directory of Anglican clergy in the South Pacific</i>","1","http://anglicanhistory.org/nz/blain_directory/directory.pdf","",""
"577","Morison","","James Augustus Cotter","","<i>The life and times of Saint Bernard, Abbot of Clairvaux : A.D. 1091-1153</i>","1","London: Chapman and Hall","1863",""
"578","Lamartine","","Alphonse de","translated by J. W. Cole","<i>Memoirs of Celebrated Characters</i>","2","London: Bentley","1854",""
"579","Holbecke","Miss","","","\'Blindness its Trials and Blessings\' ","1","<i>MP</i> (July 1861) 91-99","1861","An article signed \'H\', \'Blindness its Trials and Blessings\' <i>MP</i> (July 1861) 91-99, described several blind people, including a homeless, friendless orphan girl, and for the next few months acknowledgments of donations for the \'Blind Girl\' appear frequently in the magazine.  The letter to Miss Holbecke implies she was the author."
"580","Summers","","Anne",""," \'Ministering angels: Victorian ladies and nursing\' ","1","in  Gordon Marsden (ed) <i>Victorian Values: Personalities and Perspectives in Nineteenth-Century Society</i> (London: Longman, 1990), 128-30.","1990",""
"581","Herring","","George","","\'Butler, William John (1818-1894)\'","1","<i>Dictionary of National Biography</i> Oxford University Press","2004",""
"582","Austen","","Jane","","<i>Mansfield Park: A Novel</i>","3","London: Egerton","1814",""
"583","Courtney","","Julia","and Clemence Schultze (editors)","<i>Characters and Scenes: Studies in Charlotte M. Yonge</i>","1","Abingdon: Beechcroft","2007",""
"584","Bass","","Cecilia","","\'Aunt Charlotte, Historian\'","1","<i>Review of the Charlotte M. Yonge Fellowship</i> 9 (Summer 1999) 5.","1999",""
"585","Nowell-Smith","","Simon","","<i>Letters to Macmillan</i>","1","London: Macmillan","1967",""
"586","Walton","","Susan","","\'Charlotte M. Yonge and the \\""historic harem\\"" if Edward Augustus Freeman\' ","1","<i>Journal of Victorian Culture</i> 11 (Autumn 2006) 226-255","2006",""
"587","Capern","","Amanda","","\'Anatomy of a Friendship: E. A. Freeman and Edith Thompson\'","1","<i>Paragon Review</i> at www.hull.ac.uk/oldlib/archives/paragon/1997/anatomy.html","1997",""
"588","Ward","","Mary Augusta","","Review of <i>The Story of the Christians and the Moors in Spain</i>","1","<i>Academy</i> (16 November 1878) 463-4","1878","The review was unsigned."
"589","Fasick","","Laura","","\'The Quandary of Influence: The Case of Mary Ward and Charlotte Yonge\'","1","<i>English Literature in Transition</i> 37 (1994) 141-154","1994",""
"590","Armytage","","W. H. G. ","","‘A.J. Mundella as Vice-President of the Council, and the Schools Question, 1880-1885’ ","1","<i>English Historical Review</i> 63 (January 1948) 52-82.","",""
"591","Linton","","Eliza Lynn","","\'The Girl of the Period\'","1","<i>Saturday Review</i> (14 March 1868) 339-340","1868","This was the first of a series of articles published by Linton up to 1877."
"592","Simon","","Alan","","‘Church Disestablishment as a Factor in the General Election of 1885’ ","1"," <em>The Historical Journal </em>18 (1975) 791-820.","1975",""
"593","","","","","\'Tokens\'","1","<i>MP</i> (June 1890) 565-6","1890","This poem is signed \'Spes\'."
"594","","","","","\'The Grey Woman\'","1","<i>MP</i> (Christmas 1889)","1889","The story was ascribed by CMY to \'Miss Benson\' the daughter of the Archbishop.  This probably means [[person:1858]Margaret Benson] rather than [[person:141]Mary Eleanor Benson]."
"595","Cheape","","Harriette?","","\'Christian\'s Name\'","1","<i>MP</i> (July-September 1890)","","This work appeared under the name \'Joanna Harrison\' but CMY ascribes it to a [[person:289]Miss Cheape], of St. Andrews, probably Harriette Cheape."
"596","Mitchell","","Elizabeth Harcourt","","‘Education and Manners: A Trialogue’","1"," <i>Mothers in Council</i> 9 (October 1899) 193-202","1899",""
"597","Crawley Boevey","","Arthur William",""," <i>The ‘Perverse Widow’: Being Passages from the Life of Catharina, wife of William Boevey . . . . with genealogical notes on that family and others connected therewith</i> ","1","London: Longman","1898",""
"598","Mare","","Margaret","and Alicia C. Percival","<i>Victorian Best-seller : the world of Charlotte M. Yonge</i>","1","London: Harrap","1947","
"
"599","Street","The Rev.","James","","<i>Christ and the Catechism: The Church Catechism by 520 questions and answers explained</i>","1"," London : Church of England Sunday School Institute","1898","

"
"600","Spender","","Harold","","<i>Through the High Pyrenees</i>","1","London: Innes","1898",""
"601","","","","","<i>In the World of Books: An English Reading-Book for Middle Forms</i>","1","London: Edward Arnold","?1902",""
"602","Carlyon","","Hope","","<i>The Great Storm: A Tale for Mother’s Meetings</i>","1","London: SPCK","1897",""
"603","Keston","","Margaret","","<i>A Girl’s Experiment</i>","1","London: RTS","1898",""
"604","Bulley","","Eleanor A.","","<i>The Whipping-Boy</i>","1","London: Wells Gardner","1898",""
"605","Peard","","Frances Mary","","\'The Man in India\'","1","<i>MP</> (Christmas 1898) 5-18","1898",""
"606","","","","","\'La Belle Louise\'","1","<i>MP</i> (Christmas 1898) 42-68","1898",""
"607","Kilnorth","","Nora","","\'A Household Emergency\'","1","<i>MP</i> (Christmas 1898) 18-29","1898",""
"608","","","","","\'Elf: The Christmas Number Prize Story\'","1","<i>MP</i> (Christmas 1898) 145-153","1898",""
"609","Palmer","","Roundell","Earl of Selborne","<i>Memorials</i>","2","Edinburgh: Clark","1889-1892",""
"610","Rogers","","Frederic","Lord Blachford","<i>Letters of Frederic, Lord Blachford, under-secretary of state for the colonies, 1870-1871</i> edited by George Eden Marindin","1","London: Murray","1896",""
"611","Leslie","","George Dunlop","","<i>Letters to Marco</i>","1","London: Macmillan","1893",""
"612","","","","","\'The Cardioscope\'","1","<i>MP</i> (July-November 1851)","","CMY referred to this series in a much later letter to a Miss Cox.  Perhaps it was the work of [[person:375]Harriet Lucy Cox]."
"613","Barraud","","Herbert Rose","","<i>Men and Women of the Day: A Portrait Gallery of Contemporaries</i","7","London: Bentley","1888-1894",""
"614","Trench","","Maria","","<i>Charles Lowder: A Biography</i>","1","London: Kegan Paul","1881",""
"615","Kilner","","Dorothy","","<i>The history of a great many little boys and girls, for the amusement of all good children of four and five years of age</i>","1","London: Marshall","<i>c</i>. 1790",""
"616","Kilner","","Dorothy","","<i>The village school, or, A collection of entertaining histories for the instruction and amusement of all good children</i>","1","London: Marshall","<i>c</i>.1795",""
"617","Kilner","","Mary Ann","","<i>Memoirs of a Peg Top</i> by the author of <i>Memoirs of a Pincushion</i> ","1","London: Marshall","<i>c.</i> 1780",""
"618","Kilner","","Mary Ann","","<i>The Adventures of a Pincushion, Designed Chiefly for the use of Young Ladies</i> ","1","London: Marshall","<i>c.</i> 1780",""
"619","W.","","S.","","<i>A Puzzle for a Curious Girl</i>","1","London: Tabart and Harris","<i>c.</i> 1800",""
"620","","","","","<i>The Infant’s Miscellany, or, Easy Lessons extracted from different authors, on a new plan</i>","1","London: Beecroft","1778","The Renier collection in the National Art Library, Victoria and Albert Museum, holds CMY\'s duodecimo copy of <i>The Infant’s Miscellany</i> (?1801),  with ownership inscriptions ‘F.M. Bargus 13 February 1801’ and (erased) ‘C. A. Colborne’ and the bookplate ‘From the Library of Charlotte M. Yonge’.
"
"621","Kilner","","Dorothy","","<i>The holiday present : Containing anecdotes of Mr. and Mrs. Jennet, and their little family</i>","1","London: Marshall","1785",""
"623","Fielding","","Sarah","","<i>The Governess, or, Little Female Academy: Being the history of Mrs. Teachum, and her nine girls </i>","1","London: Millar","1749",""
"624","Gaultier","L\'Abbé","Aloisius Edouard Camille","","<i>Cours de lectures graduées pour les enfans de trois, quatre, et cinq ans</i>","1","London: Elmsley, Bremner and Newberry","1796","This textbook went into many editions."
"625","Kilner","","Dorothy","","<i>The Life and Perambulation of a Mouse</i>","1","London: Marshall","1783"," CMY had reprinted this work in <i>[[cmybook:83]A Storehouse of Stories]</i> (1870). "
"626","Ince","","Henry","","<i>An Outline of English History</i>","1","London: Gilbert","1832","Later editions appear as <i>Outlines of English History</i>."
"627","Thackeray","","William Makepeace","","<i>Vanity Fair: A Novel without a Hero</i>","1","London: Bradbury and Evans","1848",""
"628","Johnston","","Alexander Keith","","<i>The National Atlas of Historical, Commercial and Political Geography</i>","1","Edinburgh: Johnstone and Johnston","1843","There were many later editions."
"629","","","","","<i>Letts\'s Popular Atlas</i>","4","London: Letts","1881-1884","
"
"630","Cheape","","?Harriette","","\'Mr. Valentine: A Sketch\'","1","<i>MP</i> (June 1890) 527-540","1890","The story appeared under the name \'Joanna Harrison\' but it is apparent from CMY\'s correspondence with A. D. Innes that the author was a [[person: 289]Miss Cheape], perhaps Harriette Cheape."
"631","Ward","","Mary Augusta","","<i>Robert Elsmere</i>","3","London: Macmillan","1888",""
"632","Latimer","","Elizabeth (Wormeley)","","\'Loose Leaves from the Note-Book of a Civil Engineer\'","1","<i>MP</i> (July-December 1890)","1890",""
"633","Sewell","","Elizabeth Missing","","\'Thoughts on Scripture Texts\'","1","<i>MP</i> (September, October 1890; March 1895)","1890, 1895","Sewell also published \'Thoughts on the Creed\' <i>MP</i> (July, September 1892).  

See also [[person:1301]Elizabeth Sewell]."
"634","Hallett","","Caroline Maria","","\'Country Society of Yesterday\' ","1","<i>MP</i> (December 1891) 637-644","1891",""
"635","Watson","","M.","","\'Studies in German Literature\'","1","<i>MP</i> (January-June 1891)","","The articles are signed M. W. but the author seems to have been a [[person:2096]Miss Watson] of Brightwell, Tetsworth, Oxfordshire."
"636","Fowler","","W. Warde","","\'A Lucky Magpie\'","1","<i>MP</i> (November 1890) 427-441","1890",""
"637","Hutchinson","The Rev.","Henry Neville","","\'The Moon and the Earth: Their Past and Future History\'","1","<i>MP</i> (August 1890) 164-168","1890",""
"638","Villari","","Linda","","\'Autumn Notes from Meran\'","1","<i>MP</i> (July 1885) 65-71","1885",""
"639","Julian","The Rev.","John","(editor)","<i>A Dictionary of Hymnology setting forth the origin and history of Christian hymns of all ages and nations</i>","1","London: Murray","1892",""
"640","","","",""," ‘The Treasures of the Snow: Feast of the Purification’","1","<i>MP</i> (February 1891)","","This poem signed ‘W.’ may have been written by [[person:1519]Emma Wilford]."
"641","Wilford","","Florence",""," \'Limp Ladies\',","1"," <i>MP</i> (August 1891) 186-168","1891",""
"642","Crawley Boevey","","Sybella",""," \'A Love picture in three strokes\' ","1","<i>MP</i> (Christmas 1890) 234-45","1890","See also [[person:381]Sybella Crawley Boevey]."
"643","Macquoid","","Katherine S.","","\'At the Fair\'","1","<i>MP</i> (August 1891) 146-175","1891",""
"644","Drury","","Anna H.","","\'Sixteen and Sixty\'","1","<i>MP</> (Christmas 1891) 19-65","1891",""
"645","Feild","","M. E.","","\'Gretchen\'s Wish\'","1","<i>MP</i> (Christmas 1891) 251-261","1891",""
"646","","","","","‘A Christmas Eve in South Africa’","1","<i>MP</i> (Christmas 1891) 657-660.","1891","This article is signed ‘Esperanza’,  and was perhaps the work of Sister Florence of the Community of St. Michael and All Angels, Bloemfontein."
"647","Jenner","","Amabel","","\'The Stones of Rowling Manor\'","1","<i>MP</i> (Christmas 1891) 97-112","1891",""
"648","Newman","The Rev.","John Henry","and others","<i>Tracts for the Times</i>","5","London: Rivington and Oxford: J. H. Parker","1833-1840",""
"649","Newman","The Rev.","John Henry","","<i>Letters and Correspondence of J. H. Newman during his Life in the English Church</i> ed. Anne Mozley","2","London: Longman","1891",""
"650","Scott","Sir","Walter","1st Bt.","<i>The Lady of the Lake: A Poem</i>","1","Edinburgh: Ballantyne","1810",""
"651","Scott","Sir","Walter","1st Bt."," <i>Rokeby: A Poem</i>  ","1","Edinburgh: Ballantyne","1813",""
"652","Edgeworth","","Maria","","<i>Early Lessons</i>","6","London: Johnson","1801-",""
"653","Whately","","Elizabeth","","<i>Reverses, or, Memoirs of the Fairfax Family</i>","1","London: Fellowes","1833"," "
"654","Kennedy","","Grace","","<i>Anna Ross: A Story for Children</i>","1","Edinburgh","1824"," "
"655","Strickland","","Agnes","","<i>The Rival Crusoes, or, The Shipwreck</i> ","1","London: Harris","1826"," "
"656","Scott","Sir","Walter","1st Bt.","<i>Tales of a Grandfather, being Stories taken from Scottish History</i>","1","Edinburgh: Cadell","1828"," "
"657","Scott","Sir","Walter","1st Bt.","<i>Ivanhoe: A Romance</i>","3","Edinburgh: Constable ","1820"," "
"658","Defoe","","Daniel","","<i>The Life and Strange Surprizing Adventures of Robinson Crusoe</i","1","London: Taylor","1719",""
"659","Lamb","","Charles","and Mary Anne Lamb","<i>Tales from Shakespear, Designed for the Use of Young Persons</i>","1","London: Godwin","1807",""
"660","Lamb","","Charles","and Mary Anne Lamb","<i>Mrs Leicester\'s School, or, The History of Several Young Ladies, Related by themselves</i> ","1","London: Godwin","1809",""
"661","Scott","Sir","Walter","1st Bt.","<i>Tales of the Crusaders</i>","4","Edinburgh: Constable ","1824","Vols 1 and 2 contained <i>The Betrothed</i> and Vols 3 and 4 <i>The Talisman</i>."
"662","","","","","\'L\'Epine Noble\'","1","<i>MP</i> (Christmas 1891) 65-97","1891",""
"663","Coleridge","","Christabel Rose","","<i>Amethyst: The Story of a Beauty</i> ","1","London: Innes","1891",""
"664","Gardiner","","Samuel Rawson","","<i>A Student’s History of England from the Earliest Times to 1885</i>","3","London: Longman","1890-1891",""
"665","Coleridge","","Christabel Rose","and others","\'Work and Workers:  By the Actual Workers\'s","1","<i>MP</i> (January 1891-December 1892)","1891-1892",""
"666","Edwards","","Amelia B.","","<i>Pharoahs, Fellahs and Explorers</i>","1","London: Osgood","1891",""
"667","Coleridge","","Christabel Rose","","<i>Max, Fritz, and Hob: A Tale of Adventure</i> ","1","London: National Society","1892",""
"669","Mozley","","Anne","","<i>Essays from Blackwood</i>","1","Edinburgh: Blackwood ","1892",""
"670","Gordon","","Alice May","","<i>Eunice Anscombe</i>","1","London: Sampson Low","1892",""
"671","Walford","","Lucy Bethia",""," <i>Four Tales for Grownup Children</i>","1","London: Innes","1892","Published in the \'Dainty Books\' series."
"672","Lock","","Walter","","<i>John Keble: A Biography</i>","1","London: Methuen","1893",""
"673","O\'Meara","","Kathleen","","\'The Old Castles of France\'","1","<i>MP</i> (July 1872-March 1873)","","The articles appeared as \'by the author of \\""Iza\'s Story\\""\'. CMY thought O\'Meara\'s work sloppy and anachronistic."
"674","Sumner","","Mary Elizabeth","","‘A Great Panacea’ ","1","<i>Mothers in Council</i> 3 (January 1893) 2-15","1893","See also [[person:1381]Mary Sumner]."
"675","Williams","","Samuel Wells","","<i>The Middle Kingdom: A Survey of the Chinese Empire and its Inhabitants</i>","2","New York and London: Wiley and Putnam","1848",""
"676","Legge","","James","","<i>The Nestorian monument of Hsî-an Fû in Shen-hsî, China with . . . a translation  . . [and] a sketch of subsequent Christian missions in China and their present state</i>","1","London: Trübner ","1888",""
"677","Wordsworth","The Rt. Rev. ","Charles","","<i>Christian Boyhood at a Public School: A Collection of Sermons and Lectures Delivered at Winchester College</i>","2","London: Francis","1846",""
"678","Scott","Sir","Walter","1st Bt.","<i>The Antiquary</i>","3","Edinburgh: Ballantyne","1816",""
"679","Ramsay","Sir","James","Bt.","<i>Lancaster and York: A Century of English History 1399-1485</i>","2","Oxford: Clarendon Press","1892",""
"680","Seymour","","Anna Jane","","<i>Glimpses of the Far-off Land</i> Selected by A. J. Seymour, arranged by A. E. M. Anderson-Morshead. With an introduction by the Rev. W. H. Hutchings.","1","London: Skeffington","1893",""
"681","Freeman","","Florence","","\'Taormina and its Neighbourhood\' ","1","<i>MP</i> 3s 2  (December 1891), 617-29","1891",""
"682","Freeman","","Florence","","\'Palermo and its Neighbourhood\' ","1","<i>MP</i> 3s 6 (September 1893), 296-310.","1893",""
"683","Liddon","The Rev.","Henry Parry","","<i>Life of Edward Bouverie Pusey</i>","4","London: Longman","1893-1894",""
"684","Schnorr von Carolsfeld","","Julius","","<i>Die Bibel in Bildern</","1","Leipzig","1852-1860",""
"685","Souvestre","","Émile ","","<i>Les Derniers Bretons</i>","4","Paris: Charpentier","1836",""
"686","Monk","","William Henry","(editor)","<i>Hymns ancient and modern for use in the services of the church</i>","1","London: Novello","1861",""
"687","Awdry","","Frances","","<i>An Elder Sister: A Short Sketch of Anne Mackenzie, and her Brother the Missionary Bishop</i>","1","London: Bemrose","1878",""
"688","Mitford","","Mary Russell","","<i>Our Village</i>  Introduction by Anne Thackeray Ritchie ","1","London: Macmillan","1893","The book was originally published in four volumes between 1824 and 1830."
"689","Strickland","","Agnes","","<i>The Lives of the Seven Bishops Committed to the Tower in 1688</i>","1","London: Bell and Daldy","1866",""
"690","Frampton","The Rev.","Robert","","<i>Life of Robert Frampton, derived as a Non-Juror 1689</i>","1","London: Longman","1876",""
"691","Verney","","Parthenope, Lady","","<i>Memoirs of the Verney Family During the Civil War</i>","2","London: Longman","1892",""
"692","Baring-Gould","The Rev.","Sabine","","<i>The Lives of the Saints</i>","12","London: Hodges","1872-1877",""
"693","Fleury","","Claude","","<i>Histoire ecclesiastique</i>","1","","1691-1720","CMY may have known the book in Newman’s translation, <i>The Ecclesiastical History of M. l\'abbé Fleury, from the Second Ecumenical Council to the end of the Fourth Century</i> (Oxford: Parker 1842-4)."
"694","Corelli","","Marie","","<i>Barabbas</i>","3","London: Methuen","1893",""
"695","Hook","The Very Rev.","Walter Farquhar","","<i>Lives of the Archbishops of Canterbury</i>","5","London: Bentley","1868-1875",""
"696","Havergal","","Maria","","<i>Memorials of Frances Ridley Havergal</i> ","1","London: Nisbet","1880",""
"697","Simeon","The Rev.","Charles","","<i>Memoirs of the Life of the Rev. Charles Simeon</i> edited by William Carus","1","London: Hatchard","1847",""
"698","Ritchie","","Anne Isabella","","<i>Chapters from Some Memoirs</i>","1","London: Macmillan","1894",""
"699","Warden","","Florence","","<i>Pretty Miss Smith</i>","1","London: Heinemann","1891","This was the pseudonym of Florence Alice Price."
"700","De Witt","","Pauline","","<i>Six mois de Guerre, 1870-71. Lettres et journal</i>","1","Paris","1894",""
"702","Loftie","","William John","","<i>A History of London</i> ","1","London: Stanford","1883",""
"703","Tupper","","Martin","","<i>Surrey: A Rapid Review of its Principal Interests in Persons and Places. Also St. Martha\'s, a poem, by J. Tudor</i>","1","Guildford","1849",""
"704","Benham","The Rev. Canon","William","","<i>Winchester</i> Diocesan Histories Series","1","London: SPCK","1884",""
"705","Duncan","","Sara Jeannette","","<i>The Story of Sonny Sahib</i>","1","London: Macmillan","1894",""
"706","Church","The Very Rev.","Richard William","","Mary C. Church ed., <i>Life and Letters of Dean Church</i> ","1","London: Macmillan","1894",""
"707","Blackburn","","Jemima","","<i>Birds from Moidart & Elsewhere</i>  ","1","Edinburgh: Douglas","1895",""
"708","Sewell","The Rev.","William","","<i>Uncle Peter’s Fairy Tale for the Nineteenth Century</i> ed. Elizabeth Sewell","1","London: Longman","1867",""
"709","Latimer","","Elizabeth Wormeley","","Elizabeth Wormeley Latimer, <i>Europe in Africa in the Nineteenth Century</i>","1","Chicago: McClurg","1895",""
"710","Latimer","","Elizabeth Wormeley","","<i>England in the Nineteenth Century</i>","1","Chicago: McClurg","1894",""
"711","Warren","","Samuel","","<i>Passages from the Diary of a Late Physician</i> ","2","Edinburgh: Blackwood","1835",""
"712","Staël","","Anne-Louise-Germaine de","","<i>Corinne, ou, L\'Italie</i>","2","Paris : Nicolle","1807",""
"713","Latimer","","Elizabeth Wormeley","","\'The Night Express\'","1","<i>MP</i> (July 1890) 27-38","1890",""
"714","Romanes","","Ethel","","<i>The Life and Letters of George Romanes, edited by his wife</i>","2","London: Longman","1896",""
"715","Jenner","","Amabel","","<i>Half-hour Plays: Rumpelstilskin and Other Plays from Old Fairy Tales. Adapted either for the village school or the drawing-room</i>","1","London: Smith","1889",""
"716","Prevost","","Constance M.","","<i>Terra Cotta Plays</i>","1","London: Smith","1888",""
"717","Heathcote","","Arthur Malcolm","","<i>Ragged Robin and Other Plays for Children</i> ","1","London: Allen","1890",""
"718","Dickens","","Charles","and Wilkie Collins","‘Doctor Dulcamara, MP’ ","1","<i>Household Words</i> 19 (18 December 1858), 49-52.","1858",""
"719","Mozley","","Harriett","","<i>Louisa, or, The Bride</i>","1","London: Burns and Derby: Mozley","1842",""
"720","Eliot","","George","","<i>George Eliot\'s Life, as related in her Letters and Journals</i> Arranged and edited by her husband J. W. Cross. ","3","Edinburgh: Blackwood","1885",""
"721","Eliot","","George","","<i>Daniel Deronda</i>","4","Edinburgh: Blackwood","1876",""
"722","Horton","","Robert Forman","","<i>Women of the Old Testament: Studies in Womanhood</i>","1","London: Service and Paton","1897",""
"723","Ward","","Mary Augusta","","<i>Marcella</i>","1","London: Smith, Elder","1894",""
"724","Schreiner","","Olive",""," <i>Trooper Peter Halket of Mashonaland: A Tale</i>","1","London: T. Fisher Unwin","1897",""
"725","Purcell","","E. S.",""," <i>Life of Cardinal Manning</i>","2","London: Macmillan","1895-6",""
"726","Selborne","The Earl of","",""," <i>Memorials</i>","4","London: Macmillan","1896-8",""
"727","Wordsworth","","Elizabeth","","<i>Glimpses of the Past</i>","1","London: Mowbray","1912",""
"728","Taylor","","Jane","","<i>The Contributions of Q. Q. to a Periodical Work, with some pieces not before published</i>","2","London: Holdsworth","1824",""
"729","Field","","Louisa Fanny","","\'The Contributions of Q Q’","1","<i>Mothers in Council</i> 8 (October 1898) 234-241.","1898",""
"730","Courtot","","Cecile de","","<i>Die Memoiren der Baronesse Cecile de Courtot</i> ed. Moritz von Kaisenberg","1","Leipzig","1897",""
"731","Ritchie","","Anne","","<i>Old Kensington</i>","1","London: Smith, Elder","1873",""
"732","Oliphant","","Margaret","","<i>A Beleagured City</i>","1","London: Macmillan","1880",""
"733","Oliphant","","Margaret",""," <i>The Story of Valentine and his Brother</i>","3","Edinburgh and London: Blackwood","1875",""
"734","Marsh","The Rev.","John","","<i>Memoranda of the Parishes of Hursley and North Baddesley, in the County of Southampton</i>","1","Winchester: Robbins","1808",""
"735","Coleridge","","Mary Elizabeth","","<i>The King with Two Faces</i>","1","London: Arnold","1897",""
"736","Rapin de Thoyras","","Paul de","","<i>L\'Histoire d\'Angleterre</i>","7","The Hague","1724","CMY evidently owned one of the editions illustrated with engravings by Vertue."
"737","Duthy","","John","","<i>Sketches of Hampshire, embracing the architectural antiquities, topography, &c</i>","1","Winchester: Jacob and Johnson","1839",""
"738","Maxwell","Sir","Herbert","","<i>Memories of the Months: Being Pages from the Notebook of a Field-Naturalist and Antiquary</i>","1","London: Arnold","1897"," London Arnold 1897"
"739","Timbs","","John","","<i>Abbeys, Castles and Ancient halls of England and Wales</i>  ","2","London: Warne","1870",""
"740","Shipton","","Helen ","","<i>The Touchstone</i> ","1","London: Isbister","1899","
"
"741","Coleridge","","Christabel Rose","","<i>The Constant Prince</i>","1","London: Mozley and Smith","1879","Originally serialized in <i>MP</i> (January-June 1878)."
"742","Kilner","","Mary Ann","","<i>Jemima Placid, or, The Advantage of Good-Nature, exemplified in a variety of familiar incidents</i>","1","London: Marshall","n.d. ?1780",""
"743","Crawford","","Francis Marion","","<i>Ave Roma Immortalis: Studies from the Chronicles of Rome</i>","2","London: Macmillan","1898",""
"744","Mitford","","Mary Russell","","<i>Our Village: Sketches of Rural Character and Scenery</i>","5","London: Whittaker","1824-1832",""
"745","Edgeworth","","Maria","","<i>Rosamond: A Sequel to Early Lessons</i>","1","London: Hunter and Baldwin","1821",""
"746","Whitaker","","Evelyn","","<i>Miss Toosey’s Mission</i>","1","London: Mozley and Smith","1878",""
"747","Scott","Sir","Walter","Bt.","<i>The Lord of the Isles: A Poem</i>","1","Edinburgh: Constable","1815",""
"748","D.","","A. E.","","<i>Vanity and Vexation</i>","1","London: SPCK","1899",""
"749","Winslow","","Anna Green","","<i>Diary of Anna Green Winslow: A Boston School Girl of 1771</i> ed. Alice Morse Earle","1","Boston: Houghton Mifflin","1894",""
